Morphology: 
 
Verbs: 
singular, first, present, indicative: gghugh
excellency: ughngughmuyughngugh
excitable: ughngughnguvwumugh
excommunicate: ughngughmezuvumgheyugh
excommunication: ughngughmezuvumgheyvumzey
excoriate: ughngughuhgheyugh
excrement: ughngughughughnguv
excrete: ughngughughugh
exegesis: ughughughvum
exerciser: ughughngughuyuh
exfoliate: ughuzmuygheyugh
exhalation: ughsehmuynguvmeh
existent: ughvumnguvzey
exorcise: ughmehngughuy
exorcist: ughmehngughuy
exoskeleton: ughmehmehmuynguvzey
expandable: ughhnguhngzeygheymuy
expansionist: ughhnguhngzeyvumzeyuy
expeditious: ughhnguhngghehnguvmehuy
expiry: ughhnguhnguh
explicate: ughhnguhngvumgheyugh
explication: ughhnguhngvumgheyvumzey
exploitative: ughhnguhngmehnguvnguvksum
expressionism: ughhnguhngughuymehvummez
expropriate: ughhnguhngmehuhgheyugh
expropriation: ughhnguhngmehuhgheyvumzey
expunge: ughhnguhngzeyugh
extenuate: ughnguvzeygheyugh
exterminator: ughnguvuhvumgheymeh
extroversion: ughnguvmehughuymeh
extrude: ughnguvuugh
exult: ugh
eyeliner: ughughvumugh
eyeopening: ughughhnguhngzeyzey
eyeshadow: ughughsehghehghus
eyesore: ughughmehugh
face-off: uzngughghewghew
facetious: uzngughnguvmehuy
facilitation: uzngughmuynguvnguvmeh
fact-finding: uzngughsev
factional: khghum
factorial: uzngughmehvummuy
faggot: uzeymeh
failsafe: uzvumuyuz
fair-haired: uzvumeses
fajita: uzhuvnguv
fallback: uzmuywumngugh
falsetto: uzmuyughnguv
falsification: uzmuyvumvumgheyvumzey
falsity: uzmuyvumsuz
famish: uzmezuy
farcical: uzuhvumghey
farmstead: uzuhuyughgheh
farmyard: uzuhsuzuh
farsighted: uzuhvumsehugh
fascia: uzuyvum
fashionista: uzuyvumzeyuyghey
fast-track: uzuysev
fatalism: uznguvmuyuy
fatalistic: uznguvmuyuyvum
fatherland: uznguvughmuyzey
fatuous: uznguvmehuy
fatwa: uznguvghey
fave: uzksum
feckless: uzngughmuyuy
fecundity: uzngughzeyvumsuz
federate: uzghehuhnguv
fedora: uzghehuh
feeler: uzughugh
feint: uzvumnguv
femoral: uzmezuhmuy
fen: hngew
fess: 'hegh
fetid: uznguvgheh
feudalism: uzugheyvummez
fib: uzwum
fibrillation: uzwumvummuynguvmeh
fictionalize: uzngughvumzeymuyuv
fidgety: uzghehughsuz
fiefdom: uzughghehmez
fieldworker: uzughghehmehmehuh
fiftieth: uzuzvumnguv
figment: uzeyughnguv
figurehead: uzeyuhsehghey
filer: uzmuyuh
filial: uzmuyghey
filigree: uzmuyeyugh
finch: uzzeyseh
finery: ngem
finial: uzzeyghey
finicky: uzzeyngughsuz
firebomb: uzuhwummez
firebrand: uzuhwumgheygheh
firefighting: uzuhuzeynguvzey
firehouse: uzuhsehuugh
fireside: uzuhuygheh
firmament: uzuhgheyughnguv
fishnet: uzuyzeynguv
fishtail: uzuynguvvum
fissile: uzuyvumugh
fistfight: uzuyuzeynguv
fistula: uzuyughey
fivefold: uzksumuzmuy
fixative: uzzughzugh
fixer: uzgheng
flabbergast: uzgheywumuhgheynguv
flabby: uzgheywum
flaccid: uzgheyngughgheh
flack: uzgheymeh
flagpole: uzgheyhnguhngmuy
flagstone: uzgheyuymehugh
flan: uzghey
flange: uzgheyey
flareup: uzgheyughhnguhng
flashbulb: uzgheysehuwum
flatbed: uzgheywumgheh
flatscreen: uzgheyuyuhugh
flatware: uzgheyghusuh
flax: uzghey
flippant: uzvumhnguhngzey
flirty: uzvumnguv
floater: uzmehnguvuh
floe: uzmeh
flogging: uzmeheyzey
floodgate: uzmehghehgheyugh
floret: uzmehugh
florid: uzmehvum
flotsam: uzmehuymez
flounce: uzmehzeyugh
flyby: uzsuzsuz
flywheel: uzsuzsehugh
foamy: uzgheysuz
fob: uzwum
foible: uzvummuy
foist: uzvumnguv
folksy: uzmuyuy
folktale: uzmuynguvmuy
follicle: uzmuyvummuy
follow-through: uzmuymehvuhng
fondant: uzzeygheynguv
fondue: uzzeyu
foodie: uzmehvum
foolhardy: uzmehsehuhsuz
footbridge: uzmehwumvumey
footfall: uzmehuzmuy
footman: uzmehmezzey
footwork: uzmehghusuh
forager: uzuheyuh
forbearance: uzuhughuhzeyugh
forceps: uzuhughuy
forefoot: uzuhuzmeh
forehand: uzuhsehzey
foreleg: uzuhmuyey
forewarn: uzuhghusuh
forfeiture: uzuhughnguvuh
forger: uzuhugh
forgettable: uzuhughnguvwumugh
forklift: uzuhmuyuz
formalism: uzuhgheyvummez
formalist: uzuhgheyvumnguv
formulaic: uzuhugheyngugh
forthwith: uzuhsehvumseh
fortuneteller: uzuhuughughmuyuh
fossilize: uzuyvumvumugh
fourfold: uzuuzmuy
four-legged: uzueyzey
fourposter: uzuhnguhnguyugh
foxhole: uznguhngnguhng
fracas: uzgheyghey
fractious: uzgheynguvmehuy
Frankish: semseh
frazzle: uzgheyuvugh
freebie: uzughwumugh
free-floating: uzughhehng
free-for-all: uzughghumghum
freeform: uzughuzuh
freehold: uzughsehmuy
freeholder: uzughsehmuyugh
freelancer: uzughmuyzeyugh
free-range: uzughhuh
freeze-dry: uzughuvegh
frequent-flier: uzughuzeyyuyyuy
fresh-faced: uzughsehuzngughgheh
frisk: uzvummeh
frisky: uzvummeh
frisson: uzvumuyzey
frivolity: uzvummehvumsuz
frizzy: uzvumuv
frontage: uzmehnguvey
frontman: uzmehnguvghey
fructose: uzunguvuy
frugality: uzugheyvumsuz
fruitcake: uzunguvgheyugh
fryer: uzsuzuh
fuchsia: uzngughuyghey
fugue: uzeyugh
fulcrum: uzmuyuhmez
full-bodied: uzmuyhuh
full-grown: uzmuyghung
full-on: uzmuysughsugh
functionalist: uzzeynguvmehgheyvumnguv
functionary: uzzeynguvmehgheysuz
funerary: uzzeyuhuh
fungicide: uzzeyvumvumugh
furlong: uzuhmehey
futon: uznguvzey
gab: muv
gaga: eyey
gaggle: eyeymuy
gaiety: eyvumnguv
gainer: suw
gainful: eyvumuzmuy
gallantry: eymuygheynguvsuz
Gallic: yehngmuyvum
gallows: eymuymehuy
gamer: eymezuh
gangling: eyzeymuyzey
ganglion: eyzeymuymeh
gangplank: eyzeyhnguhnggheymeh
gangsta: eyzeyuyghey
gangway: eyzeyghussuz
gantry: eyzeyuh
garble: eyuhmuy
gardenia: eyuhughvum
garden-variety: eyuhughnguynguy
gargle: eyuhmuy
garret: eyuhugh
gasket: eyuyugh
gastritis: eyuyuhnguvuy
gatehouse: eynguvsehuugh
gatherer: huw
gauche: eyuseh
gaucho: eyuseh
Gaussian: yehnguuyghey
gauzy: eyusuz
gazelle: eyuvmuyugh
gecko: eyngughmeh
geeky: eyughsuz
geezer: eyughugh
geisha: eyvumseh
gelding: eymuyvumey
gemstone: eymeznguvzey
gendarme: eyzeygheymez
genealogical: eyzeygheymehvumghey
general-purpose: eyzeyuhmuyhnguhnguhmehugh
generative: yehng
genitalia: eyzeynguvmuyghey
genocidal: eyzeyngughghehmuy
gentrification: eyzeyuhuzngughnguvmeh
geopolitics: eymehmehvumvumuy
germane: eyuhgheyugh
germination: eyuhvumgheyvumzey
gestalt: eyuygheynguv
gestational: eyuygheyvumzeymuy
get-together: eynguvnguveynguvugh
getup: eynguvhnguhng
gibberish: eywumughvumseh
giblet: eywumugh
gigabyte: eyeywumnguv
gingham: eyzeysehmez
ginkgo: eyzeyey
ginseng: eyzeyughey
gird: eyuh
girder: eyuhugh
girlhood: eyuhsehmeh
give-and-take: eyksumhnguhkhhnguh
glaucoma: eygheyngughmez
glimmering: eyvummezuhzey
glittery: eyvumnguvuh
glitz: eyvumuv
glob: eymeh
globule: eymehuugh
glorification: eymehvumvumgheyvumzey
glutton: eyunguvzey
gnarly: eygheymuy
gnash: eygheyseh
gnocchi: eymehngughvum
gnome: eymehugh
goaltender: eygheynguvzeyugh
gob: ngeng
go-between: eyhuw
godawful: eyghehghusu
goddammit: eyghehgheymeznguv
god-fearing: eyghehuzgheyvumey
godforsaken: eyghehmehuymehzey
godly: seng
godparent: eyghehgheyughnguv
goer: sehng
go-go: eyuwnguw
goings-on: eyvumeyhnguh
goldenrod: eymuyughuhgheh
gold-plated: eymuyughyugh
golem: eymuymez
goner: eyzeyuh
gonorrhea: eyzeyuhsehghey
goodhearted: eymehsehgheynguvgheh
good-sized: eymehghungghung
gossamer: eyuygheyugh
gout: vugh
gradation: eygheygheyvumzey
gramophone: eygheymehsehzey
granary: eygheygheysuz
granddaddy: eygheyghehgheygheh
grantee: eygheynguvugh
granular: eygheyughey
granulation: eygheyugheyvumzey
gratin: eygheyvum
gratuity: eygheyunguv
gravelly: eygheyughmuy
great-aunt: eyughnguvgheyzey
great-grandchild: eyughnguveygheyghehsehmuy
great-grandson: eyughnguveygheyghehmeh
great-uncle: eyughnguvungughugh
Gregorian: yehngughmehvumzey
grenadier: eyughgheyvumuh
griddle: eyvumghehugh
gridiron: eyvumvummeh
grief-stricken: eyvumuzuyuhngughugh
grinch: eyvumngugh
gringo: eyvumey
grist: eyvumnguv
grommet: eymehmeznguv
groovy: eymehksum
grounder: eymehzeyugh
groundhog: eymehzeysehey
groundswell: eymehzeyuyughmuy
grouper: eymehhnguhnguh
grout: eymehnguv
grovel: eymehugh
grunge: eyuey
guacamole: eygheygheymehugh
guardrail: eygheyghehgheymuy
guava: eygheyghey
guesswork: eyughuymehmeh
gulag: eymuyey
gully: eymuysuz
gummy: eymezsuz
gunfight: eyzeyvumseh
gung-ho: eyzey'vew'vew
gunk: eyzey
gunship: eyzeysehhnguhng
gunwale: eyzeygheyugh
gusty: eyuysuz
guttural: eynguvughey
gut-wrenching: eynguvghusughngughvumey
guzzle: eyuvmuy
gynecological: eyzeyngughmuyeyngughmuy
gynecology: eyzeyngughmuyey
gypsum: eyhnguhngu
gyrate: eyuhnguv
gyroscope: eyuhuymehugh
habituation: sehwumnguvgheyvumzey
hackle: suy
hag: ngung
haiku: sehvumu
hairbrush: sehvumwumuseh
hairpin: sehvumhnguhngzey
hair-raising: sehvumzuwuw
hairspray: sehvumuyuhsuz
hairstylist: sehvumuysuzvumnguv
half-and-half: sehmuyyey
half-baked: sehmuymuh
half-life: sehmuynguy
half-light: sehmuyngev
half-sister: sehmuymev
half-truth: sehmuyvumvum
hallo: sehmuymeh
hallucinatory: sehmuyuvumgheymehsuz
halogen: sehmuyeyzey
handball: sehzeywummuy
handhold: sehzeysehmuy
handicraft: sehzeyvumuhuz
handmaid: sehzeymezvum
hand-me-down: sehzeyvuhvuh
handover: sehzeymehugh
handprint: sehzeyhnguhngvumnguv
handrail: sehzeyuhvum
hands-off: sehzeyuymehuz
hand-to-hand: sehzeysuw
hangman: sehzeymezzey
hangup: sehzeyu
hankie: sehzeyvum
happenstance: sehhnguhngughuygheyngugh
hardback: sehuhwumngugh
hard-edged: sehuhez
hard-fought: sehuhngemem
hardheaded: sehuhsehgheyugh
hard-hitting: sehuh'yez
hard-nosed: sehuhbngegh
hardscrabble: sehuhuyuhwummuy
hardwired: sehuhghusuhgheh
harlequin: sehuhughuzey
harmonization: sehuhmehvumgheyvumzey
harpoon: sehuhmehzey
harpsichord: sehuhuyngughmehgheh
harpy: sehuhsuz
harvester: sehuhughnguvuh
has-been: sehuywumugh
Hasidic: zuv
hatchback: sehnguvsehgheymeh
hatchling: sehnguvsehvumey
haulage: sehugheyugh
hawthorn: sehghussehuh
hayride: sehsuzvumugh
haywire: sehsuzvumugh
headgear: sehgheyeyghey
headhunter: sehgheysehzeyugh
headliner: sehgheymuyzeyuh
headmistress: sehgheymezuyuhuy
head-on: sehgheyemem
headrest: sehgheyuhuy
headroom: sehgheyuhmeh
headscarf: sehgheyuygheyuz
headstrong: sehgheyuyuhzey
headwaters: sehgheyghusnguvuh
hearken: sehgheymehzey
heartrending: sehgheynguvughghehzey
heart-stopping: sehgheynguvuymehhnguhngzey
heartthrob: sehgheynguvsehmeh
heart-to-heart: sehgheynguvnguvkwegh
heartwarming: sehgheynguvgheymezzey
heather: sehgheysehuh
heavyset: sehgheysuzugh
heckle: sehngughmuy
heckler: sehngughmuyuh
Hegelian: emughvumzey
heifer: sehvumugh
Hellenistic: emmuyzeyuyvum
hellfire: hev
hellhole: sehmuysehmuy
helluva: sehmuyughey
helpline: sehmuymuyzey
hemispheric: sehmezuysehuhngugh
hemline: sehmezvumugh
hemorrhagic: sehmezuhseheyngugh
henna: sehzeyghey
heparin: sehhnguhnguhzey
herbaceous: sehuhgheyughu
herbalist: sehuhgheyvumnguv
herculean: sehuhuughzey
heretical: sehuhnguvngughmuy
hesitancy: sehuynguvzeysuz
hessian: sehuyvumzey
heterosexuality: sehnguvuhuyyum
hex: sehvuhng
hexagonal: sehghevghev
hibernate: sehwumuhgheyugh
hibernation: sehwumuhgheyvumzey
hibiscus: sehwumuyu
hide-and-seek: sehghehheyhey
hieroglyphic: sehughmehmuyhnguhngvum
hi-fi: sehung
highbrow: seheywummeh
high-class: seheysus
higher-up: seheyughkhngeng
high-five: seheyheshes
high-grade: seheyhemhem
high-heeled: seheysuhsuh
high-minded: seheysevsev
high-strung: seheyzughzugh
hightail: seheynguvvum
hijab: sehhuvwum
hilarity: sehmuyuhnguv
hillbilly: sehmuywummuysuz
hillock: sehmuymehmeh
hindquarter: sehzeyhuzuhugh
hippo: sehhnguhngmeh
hipster: sehhnguhngnguvuh
histamine: hnguw
histogram: sehuymehuhmez
histology: sehuymehmehsuz
historicity: sehuymehvumvumsuz
histrionic: sehuyuhmehvum
hitchhiker: sehnguvsehvumugh
hither: vez
hitman: sehnguvghey
hiya: sehsuz
hobbyist: sehwumsuzuy
hobo: sehwum
hodgepodge: sehghehughmehey
holdover: sehmuymehugh
holdup: sehmuyu
holographic: sehmuyeygheysehngugh
homeboy: sehmezwumsuz
homebuyer: sehmezwumsuzuh
homeopathic: sehmezmehgheysehngugh
homeopathy: sehmezmehgheyseh
homeroom: sehmezuhmeh
homespun: sehmezuyu
homesteader: sehmezuyughghehuh
homeward: sehmezghusuh
homogenize: sehmezeyzeyuv
homogenous: sehmezeyzeyu
homologous: sehmezmuyeyu
honcho: sehzeyseh
honeybee: sehzeysuzugh
honeycomb: sehzeysuzmehwum
honeymooner: sehzeysuzmehzeyuh
honoree: sehzeyuhugh
hoodie: sehmehvum
hoodlum: sehmehmuymez
hooky: sehmehsuz
hooter: ung
hoped-for: sehhnguhngghehuzuh
hopscotch: sehhnguhngngughnguvseh
hornet: sehuhugh
horoscope: sehuhuymehugh
horticulture: sehuhvumunguvuh
horticulturist: sehuhvumunguvuhuy
hot-button: sehnguvwumnguvmeh
hotdog: sehnguvmeh
hotelier: sehnguvmuyugh
hothead: sehnguvughgheh
hothouse: sehnguvmehuy
hotspot: sehnguvhnguhngnguv
hottie: sehnguvvum
hourglass: sehueygheyuy
houseboat: sehuughmehnguv
houseguest: sehuughuuy
houseplant: sehuughmuyzey
housewares: sehuughgheyugh
hovel: ghuv
howitzer: sehghusnguvugh
howler: sehghusugh
hubbub: sehwumu
huckleberry: sehngughmuywumuhsuz
hula: sehmuy
humanoid: sehmezzeyvum
humbug: sehmezu
humdrum: sehmezuhmez
hummer: sehmezugh
hummus: sehmezu
humongous: sehmezzeymehuy
humorist: sehmezuhuy
humpback: sehmezwumngugh
Humvee: sesez
hunchback: sehzeysehgheymeh
hungover: sehzeymehugh
hunky: huy
hunter-gatherer: sehzeyughhuzhuz
huntsman: sehzeyuyghey
husbandry: sehuygheyghehsuz
hutch: sehnguvseh
hybridize: sehwumvumvumugh
hydrant: sehghehgheynguv
hydrology: sehghehmehmehsuz
hydroponic: sehghehmehmehvum
hygienic: zes
hyperbolic: sehhnguhnguhmehvum
hyperinflation: sehhnguhnguhzeymuynguvmeh
hypersensitive: sehhnguhnguhughuynguvksum
hypertensive: sehhnguhnguhughuyksum
hypertext: sehhnguhnguhughnguv
hyperventilate: sehhnguhnguhughnguvmuynguv
hyphen: sehhnguhngugh
hypochondriac: sehhnguhngngughmehghehvumngugh
hypodermic: sehhnguhngghehuhvum
hypoglycemia: sehhnguhngeysuzughvum
hysteric: sehuyughvum
Iberian: zuwughvumzey
ibis: vumvum
ibuprofen: vumuuhuzzey
icebox: vumughmeh
icebreaker: vumughuhgheyugh
ice-cold: vumughngughmuy
icicle: vumvummuy
iconoclastic: vummehmehmuyuyvum
idealization: vumughmuyuvnguvmeh
idiocy: vumvumngugh
idiopathic: vumvumhnguhngnguvvum
idolatry: vummehgheyuh
idyll: vumsuzmuy
iffy: vung
igloo: vummuymeh
ignominious: vumzeymezzeymehuy
ill-advised: vummuygheyksumuygheh
ill-conceived: vummuyngughzeyughksumgheh
ill-defined: vummuyghehuzzeygheh
illegality: vummuyeymuynguv
illegible: vummuyeywumugh
ill-equipped: vummuyughuhnguhngugh
ill-fitting: vummuyuznguvvumey
ill-prepared: vummuyhnguhngughgheyugh
imbecile: vumwumngughmuy
imbibe: vumwumwum
imitator: vumvumgheymeh
immanent: vummezzeyzey
immaturity: vummeznguvuhnguv
immemorial: vummezmezuhghey
immensity: vummezzeyvumsuz
immobility: vummezwummuynguv
immovable: vummezksumwumugh
immunodeficiency: vummezzeyghehuzngughughngugh
immunological: vummezzeymuyeyngughmuy
immunology: vummezzeymuyey
impartiality: vumhnguhnguhvummuynguv
impassable: vumhnguhnguygheymuy
impeachable: yez
impedance: vumhnguhngghehzeyugh
impersonation: vumhnguhnguhmehgheyvumzey
impersonator: vumhnguhnguhmehgheymeh
impertinent: vumhnguhnguhvumughnguv
impetuous: vumhnguhngnguvmehuy
implosion: vumhnguhngmehvumzey
impolite: vumhnguhngmuynguv
impoverishment: vumhnguhngksumuhuymezzey
impracticable: vumhnguhnggheynguvngughwumugh
impregnable: vumhnguhngughzeywumugh
impresario: vumhnguhngughgheyvum
impressionism: vumhnguhngughuymehvummez
impressionistic: vumhnguhngughuymehvumnguvngugh
imprimatur: vumhnguhngvumgheyu
improvisational: vumhnguhngmehvumgheyvumzeymuy
imprudent: vumhnguhnguughnguv
impugn: vumhnguhngey
impure: vumhnguhnguh
impute: vumhnguhngnguv
inactivate: vumgheynguvksumnguv
inadmissible: vumgheymezuyvummuy
inalienable: vumgheyvumzeywumugh
inane: vumgheyugh
inarticulate: vumgheynguvngughmuynguv
inattentive: vumgheynguvzeyvumugh
inboard: vumwumgheygheh
inborn: vumwumuh
inbound: vumwumugheh
inbox: vumwumhuz
incalculable: vumngughmuyugheymuy
incantation: vumngughzeygheyvumzey
incapacity: vumngughhnguhngngughnguv
incestuous: vumngughuyuu
inchoate: vumngughmehnguv
incise: vumngughuy
incisive: vumngughuyksum
incisor: vumngughuyuh
incitement: vumngughnguvmezzey
inclement: vumngughughughnguv
incognito: vumngugheyvummeh
incoherence: vumngughsehuhzeyugh
incomer: vumngughmezuh
incomprehension: vumngughmezuhsehzeyvumzey
incongruity: vumngughzeyuhvumsuz
inconsolable: vumngughzeymehgheymuy
incontinent: vumngughzeyvumughnguv
incontrovertible: vumngughzeyuhksumuhvummuy
incorrigible: vumngughuhvumvummuy
incredulity: vumngughughuvumsuz
indecency: vumghehngughzeysuz
indecipherable: vumghehngughhnguhngughgheymuy
indefatigable: vumghehuznguveywumugh
indefensible: vumghehuzzeyvummuy
indefinable: vumghehuzzeywumugh
indent: vumghehzey
indenture: vumghehzeyuugh
indeterminacy: vumghehnguvuhvumgheysuz
individuation: vumghehksumghehgheyvumzey
indivisible: vumghehksumuywumugh
indoctrinate: vumghehngughuhzeynguv
indolent: vumghehmuyzey
indomitable: vumghehmeznguvwumugh
inebriate: vumughuhgheyugh
inedible: vumughvummuy
ineffable: vumughuzwumugh
ineptitude: vumughnguvnguvgheh
inequitable: vumughunguvwumugh
inertial: vumughnguvghey
inexhaustible: vumughsehunguvwumugh
infamy: vumuzmez
infanticide: vumuzzeyvumvumugh
infantile: vumuzzeyvumugh
infantryman: vumuzzeyuhmezzey
infatuate: vumuznguvgheyugh
infernal: vumuzuhghey
infill: vumuzmuy
infinitesimal: vumuzzeynguvuymezmuy
infirm: vumuzuh
infirmity: vumuzuhvumsuz
inflect: vumuzughnguv
inflight: vumuzvumseh
informality: vumuzuhgheyvumsuz
infra: vumuzghey
ingratiate: vumeygheyvumnguv
in-group: vumuz
inheritor: vumsehuhnguvuh
inhibitory: vumsehwumnguvuh
inhumanity: vumsehmezzeynguv
inimical: vumvumvumghey
inimitable: vumvumvumgheymuy
iniquity: vumvumunguv
initiator: vumvumvumnguvuh
injector: vumhuvngughmeh
injurious: vumhuvuhmehuy
inky: zuz
innards: vumzeyuhuy
inoculation: vummehugheyvumzey
inoperable: vummehughgheymuy
inquirer: vumhuzuhuh
inquisitor: vumhuzuynguvuh
insemination: vumuymezzeynguvmeh
insignificance: vumuyeyvumvumgheyngugh
insincere: vumuyzeyughugh
insinuation: vumuyzeygheyvumzey
insipid: vumuyhnguhnggheh
insolent: vumuymuyzey
insoluble: vumuymuywumugh
insomniac: vumuymezvumngugh
installer: vumuygheymuyuh
instep: vumuyugh
instigation: vumuyvumgheyvumzey
instigator: vumuyvumgheymeh
instinctual: vumuyvumngughumuy
in-store: vumzuhzuh
instrumentalist: vumuyuhmezzeygheyvumnguv
insubordination: vumuywumuhvumgheyvumzey
insubstantial: vumuywumnguvzeyvummuy
insufferable: vumuyuzughgheymuy
insufficiency: vumuyuzvumvumzeysuz
insulator: vumuymuynguvuh
interactivity: vumnguvuhngughvumvumsuz
interbreed: vumnguvuhuhugh
interceptor: vumnguvuhughnguvuh
intercession: vumnguvuhughuymeh
interdict: vumnguvuhvumnguv
interdiction: vumnguvuhvumnguvmeh
interferon: vumnguvuhughmeh
intergalactic: vumnguvuhgheygheynguvngugh
interlace: vumnguvuhgheyugh
interloper: vumnguvuhmehugh
intermarriage: vumnguvuhgheyuhgheyugh
intermingle: vumnguvuhvumeyugh
internalization: vumnguvuhgheyvumgheyvumzey
internationalism: vumnguvuhgheyvumzeymuyuy
internationalist: vumnguvuhgheyvumzeymuyuy
internationalization: vumnguvuhgheyvumzeymuyuvnguvmeh
internationalize: vumnguvuhgheyvumzeymuyuv
internecine: vumnguvuhughvumugh
interplanetary: vumnguvuhmuyzeynguvuh
interpose: vumnguvuhmehugh
interrelation: vumnguvuhughgheyvumzey
interstitial: vumnguvuhnguvnguvghey
intimation: vumnguvmeznguvmeh
intramural: vumnguvgheyughey
intransigence: vumnguvgheyuyeyzeyugh
intransigent: vumnguvgheyuyeyzey
intuit: vung
invective: vumksumngughvumugh
inveterate: vumksumnguvuhnguv
invidious: vumksumghehmehuy
inviolable: vumksummehgheymuy
invitational: vumksumnguvnguvmehghey
invulnerable: vumksummuyughgheymuy
in-your-face: vumses
ionic: dvuy
irascible: vumgheyngughwumugh
ironwork: vummehghusuh
irradiate: vumuhghehgheyugh
irrationality: vumuhnguvmehgheyvumsuz
irreducible: vumuhghehngughwumugh
irretrievable: vumuhnguvvumksumwumugh
Islamism: zuwmuymezuy
islet: vummuynguv
isolationism: vummehgheyvumzeyuy
isolationist: vummehgheyvumzeyuy
isthmus: vumnguvmezuy
Italianate: zuwgheyvumzeynguv
iterative: uh
jabber: huvwumugh
jackhammer: huvngughsehmezugh
Jacobite: thhngeng
jacquard: huvngughuuh
Jacuzzi: yughgyugh
jailer: huvvumugh
jailhouse: huvvumsehuugh
jamb: suhng
jam-packed: huvmezhnguhngngughugh
javelin: huvksummuyzey
jawbone: huvghusmehugh
jazzy: huvuvsuz
jellyroll: huvmuysuzmehmuy
jet-black: huvnguvwumgheymeh
jetliner: huvnguvvumugh
jilt: huvmuy
jive: huvksum
jobber: huvwumugh
joiner: huvvumugh
joust: huvunguv
Jovian: khushus
jowl: huvghus
joyride: huvsuzvumugh
jubilation: huvwummuynguvmeh
juggler: huveymuyuh
julienne: huvmuyughzey
Jungian: yes
junket: huvzeyugh
juridical: huvuhghehngughmuy
kamikaze: mehmezmehuv
Kantian: uhng
Kashmiri: yuh
kebab: mehwumwum
keepsake: mehughuymeh
kelp: mehmuy
kerchief: mehuhsehugh
Kevlar: veyvey
keystroke: mehsuznguvmehugh
kibbutz: mehwumuuv
kickstart: mehngughuygheynguv
kilowatt-hour: mehmuyghusnguvhngehnghngehng
kindergartner: mehzeyugheyuhzeyuh
kinematic: mehzeymeznguvngugh
kingpin: mehzeyhnguhngzey
kingship: mehzeyuyvum
king-size: mehzeyghez
kipper: mehhnguhngugh
kisser: mehuyugh
kitchenette: mehnguvsehzeynguvugh
Kleenex: uwsem
Klingon: yughtyugh
knee-deep: mehughung
knee-high: mehughemsem
knell: mehughmuy
knickknack: mehvummehzeyngugh
knighthood: mehvumsehsehmeh
knobby: mehmehwum
knockdown: mehmehmehmehzey
knocker: mehmehmehuh
knockoff: mehmehmehuz
knotty: mehmehnguv
know-it-all: mehmehsehngsehng
koala: mehgheyghey
kook: mehmeh
kudzu: mehghehu
labyrinthine: muywumuhzeysehzey
laceration: muyngughuhnguvmeh
lackey: muyngughugh
laconic: muyngughzeyngugh
lactate: muyngughgheyugh
lactation: muyngughgheyvumzey
lactic: muyngughvum
lactose: muyngughmehugh
lading: muyghehzey
laird: muyvumgheh
lakefront: muymehuzmehnguv
lam: hes
lambaste: muymezgheynguv
lamentable: muymezzeygheymuy
lamentation: muymezzeygheyvumzey
lamplight: muymezmuyeynguv
lampoon: muymezmehzey
lamppost: muymezhnguhnguy
lampshade: muymezuygheyugh
landform: muyzeyuzuh
landlocked: muyzeymuyngughugh
landmass: muyzeymezuy
landscaper: muyzeyuygheyugh
Laotian: hngung
larder: muyuhugh
lascivious: muyuyvumvumu
lasso: muyuymeh
last-ditch: muyuyghev
latecomer: muynguvngughmezuh
lathe: muynguvugh
Latvian: ghehvumzey
lawman: muyghusghey
lawnmower: muyghusmezghusuh
laxative: muyuv
leaden: muygheyugh
lean-to: muygheyvugh
leaven: muygheyugh
leaver: muygheyugh
leeward: muyughgheygheh
legalistic: muyeymuyuyvum
legate: zez
leggy: muyeysuz
legwork: muyeymehmeh
lemming: muymezvumey
lemony: muymezzey
lemur: muymezuh
leotard: muymehgheygheh
leprechaun: muyhnguhngughsehu
leprosy: muyhnguhngmehsuz
lessee: muyuyugh
lethargy: muynguvgheyey
letterhead: muynguvughsehghey
leukocyte: muyumehsuzugh
levelheaded: muyksummuyughghehgheh
leviathan: muyksumgheysehzey
levitate: muyksumnguvnguv
levity: muyksumnguv
libretto: muywumughnguv
licensee: muyngughzeyugh
licorice: muyngughuhngugh
life-and-death: muyuzhnguh
lifeblood: muyuzwummehgheh
life-giving: muyuzghuh
lifer: muyuzuh
lifesaver: muyuzuyksumuh
lifter: hngey
ligation: muyeynguvmeh
limber: mev
linchpin: muyzeysehvum
linguine: muyzeyuzey
linseed: muyzeyughgheh
lint: khvuhng
lintel: muyzeyugh
lioness: muymehughuy
liposuction: muyhnguhnguyngughvumzey
liquefy: muyhuzuz
liquidator: muyhuzghehnguvuh
lisp: muyuy
lithography: muynguvmehuhhnguhngsuz
lithosphere: muynguvmehhnguhngughugh
litigator: muynguveynguvuh
litigious: muynguveymehuy
littoral: muynguvmehghey
liven: khhus
loam: muyghey
loathsome: muygheysehmehugh
localization: muyngughmuyuvnguvmeh
locator: muyngughnguvuh
locksmith: muyngughuyvumseh
loco: heh
locomotion: muyngughmeznguvmeh
lode: muygheh
lodger: muyghehugh
logbook: muyeymehmeh
loggerhead: muyeyughsehghey
logjam: muyeyghey
longshoreman: muyzeyuymehughghey
long-suffering: muyzeyvuvuv
loopy: muymehsuz
loose-fitting: muymehughuznguvvumey
lop: muyhnguhng
lout: yew
lovebird: muyksumwumuh
lovesick: muyksumuyngugh
low-cut: muyghusngughnguv
low-end: muyghusughgheh
lower-class: muyghusuhngughgheyuy
low-grade: muyghuseygheyugh
